age,job,marital,education,balance,contact,day,month,duration,campaign,previous,poutcome,housing_new,loan_new,y_new
41,3,1,1,580,0,14,4,874,1,1,0,1,0,1
26,0,0,2,114,0,7,4,457,1,0,2,1,0,1
26,11,0,2,5169,0,25,4,397,1,2,0,1,0,1
50,7,1,1,320,1,21,11,294,3,4,1,0,0,1
48,3,1,1,1405,2,14,4,629,2,0,2,1,0,1
48,6,1,1,50,0,21,9,419,1,0,2,0,1,1
32,0,0,2,819,0,20,3,114,2,0,2,1,0,1
27,0,0,2,1720,0,15,5,910,1,3,1,0,0,1
52,3,1,0,1524,0,3,6,1007,6,0,2,0,0,1
41,2,0,1,663,0,24,6,1204,1,0,2,0,0,1
40,0,1,2,9366,0,11,10,69,3,0,2,0,0,1
45,6,1,2,2552,0,1,5,69,1,7,0,0,0,1
35,7,1,1,152,2,2,5,563,1,0,2,1,0,1
67,5,1,1,1146,0,13,10,259,1,2,0,0,0,1
32,1,0,2,705,0,25,4,414,2,4,0,1,0,1
60,5,2,1,-639,0,15,4,585,1,0,2,1,0,1
35,0,1,2,82,0,8,7,507,4,0,2,0,0,1
57,0,1,2,9103,2,20,5,1098,2,0,2,0,1,1
41,0,1,2,1468,0,31,2,237,3,0,2,1,0,1
59,9,1,1,1047,0,18,1,83,3,0,2,0,0,1
34,8,0,1,296,0,27,7,609,13,0,2,0,0,1
35,1,0,2,0,0,14,0,187,7,0,2,0,0,1
43,7,2,1,1040,2,19,4,552,3,0,2,1,0,1
32,7,0,1,772,2,15,4,697,3,0,2,1,0,1
71,5,2,1,0,0,26,1,771,1,1,1,0,0,1
58,5,2,1,1080,0,29,6,1058,2,0,2,1,0,1
28,11,0,1,69,0,30,0,532,2,0,2,0,0,1
41,9,1,1,0,0,5,4,400,1,0,2,1,1,1
31,3,2,1,0,0,18,6,913,4,0,2,1,1,1
30,1,0,1,-522,0,5,4,670,2,6,0,1,1,1
37,0,1,2,5355,1,17,1,466,4,0,2,0,0,1
39,0,1,1,11835,0,11,7,744,2,0,2,1,0,1
77,0,1,3,1780,0,23,9,221,2,3,1,1,0,1
55,4,1,1,2206,0,12,7,265,1,5,1,0,0,1
37,7,1,1,4017,0,30,3,665,2,1,1,0,0,1
23,11,0,1,922,0,28,4,538,2,9,0,0,0,1
33,1,0,1,66,0,5,5,157,2,0,2,0,0,1
31,0,0,2,354,0,21,3,242,2,0,2,0,0,1
38,0,1,2,3436,0,21,10,663,4,0,2,0,0,1
42,8,1,1,1216,0,23,3,296,1,1,0,1,0,1
35,0,2,2,434,0,13,7,1314,2,0,2,1,0,1
27,7,1,1,0,0,22,6,1608,13,0,2,1,0,1
43,1,2,3,4389,0,8,3,618,1,0,2,0,0,1
33,0,1,2,0,0,9,2,305,1,1,1,1,0,1
36,8,1,1,1184,0,6,3,1063,1,0,2,1,0,1
34,3,1,1,800,0,5,3,144,1,0,2,0,0,1
59,6,1,1,2343,2,5,4,1042,1,0,2,1,0,1
22,9,0,2,993,0,28,6,115,3,1,3,0,0,1
29,1,0,1,110,0,13,3,1036,1,0,2,1,0,1
50,0,2,2,810,0,4,5,510,3,0,2,0,0,1
36,7,1,1,52,0,5,2,498,2,7,1,1,0,1
24,11,0,1,1234,0,21,6,314,1,2,1,0,0,1
39,9,1,1,2245,0,21,10,749,2,0,2,0,0,1
38,0,1,2,630,0,2,8,362,1,3,3,0,0,1
34,0,1,2,3696,0,8,3,758,2,5,3,0,0,1
46,3,1,1,1147,0,20,3,720,1,0,2,1,0,1
44,6,0,1,1534,0,10,10,95,1,3,1,0,0,1
44,0,1,2,1954,0,2,5,294,1,0,2,0,0,1
43,0,1,2,1791,0,5,7,254,1,0,2,0,0,1
47,3,1,1,2787,0,11,7,479,1,0,2,0,0,1
32,8,0,2,46,0,14,5,485,2,0,2,1,0,1
44,6,2,1,0,0,14,3,1594,1,1,0,0,0,1
38,1,1,1,557,0,16,10,1556,4,0,2,1,0,1
58,6,1,1,169,0,15,1,216,1,4,1,0,0,1
39,7,1,1,2843,2,19,5,585,1,0,2,1,0,1
62,0,1,1,1128,0,2,8,236,1,3,3,0,0,1
36,1,1,2,341,0,13,7,282,1,0,2,0,0,1
23,11,0,2,691,0,27,4,1178,1,6,1,0,0,1
73,5,1,0,279,0,28,0,399,3,0,2,0,0,1
31,0,2,2,414,0,16,6,241,1,0,2,0,1,1
38,1,1,1,0,0,22,3,315,1,0,2,1,0,1
44,1,1,2,4580,2,15,4,911,2,0,2,1,0,1
28,0,0,2,1808,0,30,3,309,1,0,2,0,0,1
40,0,1,2,9366,0,11,10,69,3,0,2,0,0,1
62,5,1,1,1495,0,17,7,606,1,1,1,0,0,1
49,3,2,0,24,0,11,4,701,1,1,1,1,0,1
43,1,1,2,2643,1,4,4,331,5,0,2,0,0,1
57,1,1,2,6822,0,7,7,797,2,0,2,0,0,1
54,3,1,1,1636,1,20,6,1008,2,0,2,0,0,1
51,2,1,1,-799,0,15,6,1001,3,0,2,0,1,1
78,5,1,0,8556,1,21,3,137,2,0,2,0,0,1
32,7,1,1,689,0,16,5,162,3,0,2,1,1,1
56,1,1,1,589,2,23,9,518,1,2,1,1,0,1
35,1,0,1,399,0,13,4,496,2,3,0,1,0,1
26,2,0,1,101,0,5,1,810,1,1,0,1,0,1
42,2,1,3,206,0,30,6,695,2,0,2,1,0,1
63,2,1,1,3904,1,4,7,250,2,2,1,0,0,1
64,5,1,1,3189,1,15,5,208,1,0,2,0,0,1
50,5,1,1,8648,0,12,4,731,3,1,0,0,0,1
42,9,1,2,576,0,27,1,156,1,0,2,0,0,1
32,0,1,2,2431,0,14,4,646,5,0,2,1,0,1
32,8,1,1,409,0,3,5,115,2,2,1,0,0,1
48,3,1,0,476,0,11,7,856,3,0,2,0,0,1
42,1,2,2,2611,0,25,5,300,1,3,0,1,0,1
51,3,1,0,0,0,25,6,946,3,0,2,1,1,1
44,0,1,2,1791,0,11,1,71,1,1,1,0,0,1
38,6,0,1,2470,1,31,9,227,1,0,2,0,0,1
27,0,1,2,893,0,16,9,154,2,0,2,0,0,1
41,3,1,1,1236,0,11,4,911,3,0,2,1,0,1
49,1,1,1,307,0,9,11,854,1,0,2,0,0,1
56,3,2,0,-9,0,8,4,728,1,0,2,1,1,1
30,0,0,2,4889,0,11,7,545,2,0,2,0,0,1
56,1,2,1,146,0,5,7,419,3,0,2,1,0,1
42,9,1,2,576,0,3,5,447,2,1,1,0,0,1
28,3,1,1,2788,2,6,5,369,2,0,2,1,0,1
32,0,1,1,134,0,15,4,532,3,0,2,1,1,1
81,5,1,0,5220,1,13,10,135,1,2,3,0,0,1
30,6,2,1,10,0,18,6,658,2,0,2,1,0,1
32,1,1,1,1547,0,26,9,289,1,4,3,0,0,1
26,1,1,1,-119,0,9,6,359,5,0,2,0,1,1
30,6,0,1,313,0,4,1,1121,2,0,2,1,0,1
40,0,1,1,406,2,12,5,577,2,0,2,1,0,1
45,0,1,2,226,0,15,1,91,4,6,1,1,0,1
39,6,1,1,732,0,23,3,522,4,0,2,0,0,1
44,6,1,2,348,0,16,1,170,2,0,2,1,1,1
41,9,0,0,216,0,5,5,577,3,0,2,0,0,1
24,3,0,1,9883,0,8,6,210,5,0,2,0,0,1
58,0,1,2,473,0,18,1,1109,1,1,1,0,0,1
33,0,0,2,5437,0,4,4,267,1,1,0,0,0,1
27,0,0,2,1,0,30,6,764,4,0,2,1,0,1
52,7,1,1,659,0,28,0,390,4,1,1,0,0,1
61,5,2,1,4243,0,30,3,315,1,2,1,0,0,1
38,6,1,1,11303,0,28,11,473,2,2,0,0,0,1
61,6,1,2,1332,0,12,2,156,1,0,2,0,0,1
35,3,2,1,336,0,14,4,191,1,2,0,1,0,1
28,1,0,2,387,0,20,3,205,1,1,0,1,0,1
45,8,1,1,7,0,20,10,691,1,0,2,0,0,1
42,8,1,1,1216,0,23,3,296,1,1,0,1,0,1
29,7,0,3,196,0,30,0,726,2,0,2,0,0,1
41,6,1,1,3126,0,29,5,222,1,7,0,1,0,1
33,1,1,1,4,2,18,5,625,2,0,2,1,1,1
39,0,1,2,119,0,1,8,265,2,4,1,1,0,1
45,0,2,2,1,0,6,7,490,2,0,2,0,0,1
33,11,1,1,1536,0,9,10,262,1,2,1,0,0,1
40,8,1,1,-754,2,3,5,941,3,0,2,1,1,1
25,11,0,1,469,0,21,7,273,1,1,3,0,0,1
55,0,1,2,568,0,12,7,940,10,0,2,0,0,1
41,2,1,1,8491,0,18,10,929,1,0,2,1,0,1
34,3,0,1,215,0,3,2,350,3,0,2,0,0,1
53,0,1,2,0,0,11,7,608,2,0,2,0,0,1
30,7,1,1,5,0,10,6,829,5,0,2,0,1,1
34,1,1,1,0,0,5,7,231,2,3,1,1,0,1
30,1,0,2,53,0,29,3,375,1,0,2,0,0,1
56,1,2,1,3450,0,10,7,507,1,2,1,0,0,1
52,7,2,1,36,0,11,4,930,1,0,2,1,1,1
25,0,1,2,-242,0,18,4,600,4,4,3,1,1,1
24,8,0,2,2984,2,27,4,935,1,0,2,1,0,1
27,0,1,2,893,0,16,9,154,2,0,2,0,0,1
26,6,1,1,3415,0,8,3,209,1,0,2,0,0,1
40,7,2,1,687,0,2,1,531,1,1,1,1,0,1
56,5,1,0,9367,0,13,7,320,2,2,1,0,0,1
52,0,1,2,40,0,19,10,1265,3,0,2,0,0,1
30,0,0,2,364,0,30,3,306,2,0,2,0,0,1
37,0,0,1,792,2,16,4,1187,4,0,2,1,0,1
83,5,1,0,425,1,22,8,773,1,2,1,0,0,1
72,5,1,1,951,0,12,2,229,3,1,0,0,1,1
55,6,1,1,1662,0,4,5,94,2,0,2,0,0,1
51,0,1,2,0,2,7,5,302,1,0,2,0,0,1
26,6,0,1,2509,0,27,4,776,3,3,1,0,0,1
22,6,0,1,33,0,12,1,369,1,0,2,0,0,1
28,3,0,1,-46,0,1,8,199,1,14,1,1,0,1
60,1,1,1,1740,0,13,2,296,2,0,2,0,0,1
38,3,1,1,622,2,21,4,611,2,0,2,1,0,1
24,6,0,1,1295,0,21,3,476,1,0,2,0,0,1
26,1,0,2,515,0,31,4,775,1,0,2,0,0,1
39,3,1,3,1181,0,30,6,650,2,0,2,1,0,1
69,5,2,2,247,0,22,3,138,2,0,2,0,0,1
66,10,1,0,1230,0,16,5,288,6,3,1,0,0,1
49,0,1,2,22520,0,21,10,579,9,0,2,0,0,1
50,3,1,0,-522,0,13,4,863,3,0,2,1,0,1
33,0,1,2,0,0,17,3,378,1,0,2,1,0,1
47,3,1,1,1568,0,21,4,226,3,8,1,1,0,1
34,1,1,1,294,0,8,5,301,3,0,2,1,0,1
55,9,2,1,387,2,6,4,918,1,0,2,1,0,1
33,7,0,1,489,0,4,4,297,4,1,3,1,0,1
51,7,2,1,9,2,18,5,371,2,0,2,0,0,1
29,0,0,2,572,0,4,5,224,1,0,2,0,0,1
34,6,1,2,69,0,3,7,263,3,3,1,0,1,1
28,9,1,2,482,0,25,4,119,1,0,2,0,0,1
60,1,0,0,11262,0,26,7,323,1,0,2,0,0,1
55,0,2,1,204,0,11,6,1973,2,0,2,1,0,1
58,6,2,1,3337,1,8,9,369,2,3,0,1,0,1
28,0,0,2,957,0,25,4,915,2,0,2,0,0,1
51,1,1,2,825,0,17,10,977,3,0,2,0,0,1
31,0,2,2,254,0,18,7,1576,8,0,2,0,0,1
36,0,1,2,0,1,27,7,645,9,0,2,0,0,1
26,1,0,2,-67,0,15,4,637,1,0,2,1,0,1
37,6,1,1,597,0,2,5,395,1,0,2,0,0,1
27,6,1,1,1595,0,29,11,196,2,2,1,0,0,1
48,0,2,2,17964,0,26,4,208,2,3,3,1,0,1
60,3,1,0,5,0,4,4,494,1,2,1,0,0,1
33,1,1,1,73,0,2,6,218,1,0,2,1,0,1
36,8,1,2,506,0,3,10,217,1,2,0,0,0,1
26,6,0,2,2532,0,18,1,269,1,0,2,1,1,1
29,1,0,1,1165,0,2,5,245,1,0,2,0,0,1
26,1,0,1,1231,0,3,5,385,2,5,1,1,0,1
30,0,0,2,102,0,18,11,364,3,0,2,1,0,1
35,11,0,1,188,0,16,1,75,3,5,0,1,0,1
42,0,1,0,5310,0,20,7,273,1,3,1,1,0,1
64,5,1,1,571,0,20,3,1422,2,0,2,1,0,1
32,1,2,2,53,0,22,7,671,2,0,2,0,0,1
47,0,0,2,551,0,29,9,124,1,0,2,0,0,1
46,1,1,1,3434,0,27,1,115,1,0,2,0,1,1
26,8,0,1,551,0,8,6,531,1,0,2,0,0,1
30,1,1,1,776,0,30,3,861,2,0,2,0,0,1
28,0,0,2,223,1,27,7,157,2,1,3,1,0,1
41,5,2,0,-233,2,15,4,1156,2,0,2,1,0,1
31,1,1,1,684,0,7,11,620,3,0,2,1,0,1
69,5,1,1,0,0,27,6,666,1,4,1,0,0,1
31,3,1,0,33,0,24,6,901,2,0,2,1,0,1
52,1,1,2,2557,0,28,0,134,5,2,1,0,0,1
51,6,0,1,1994,2,18,5,771,2,0,2,0,0,1
30,11,0,1,2046,1,21,3,595,3,1,0,0,0,1
59,6,1,1,3735,0,18,2,203,4,2,0,0,0,1
36,8,0,2,-103,1,17,9,3253,1,0,2,1,1,1
39,9,2,1,265,2,27,4,93,1,2,3,1,0,1
67,5,2,1,704,0,3,10,537,1,0,2,0,0,1
32,6,1,1,0,0,30,3,177,2,0,2,1,0,1
32,11,0,2,0,0,4,1,233,3,2,0,0,0,1
71,5,1,0,4657,0,16,1,93,5,0,2,0,0,1
38,6,1,1,1767,0,9,6,483,4,7,1,1,0,1
25,1,0,2,1231,0,31,7,271,2,0,2,0,0,1
52,0,1,2,193,0,30,3,381,1,1,0,0,0,1
33,1,1,1,1968,0,20,3,1817,3,0,2,1,0,1
60,5,1,1,11,0,29,5,265,1,2,0,0,0,1
51,1,1,1,100,0,2,1,467,2,0,2,0,0,1
32,0,2,2,222,0,15,6,820,4,0,2,0,1,1
31,6,0,1,431,2,20,4,1045,1,0,2,1,1,1
32,1,0,2,1246,0,4,1,192,2,0,2,1,0,1
30,1,0,2,655,0,6,9,384,2,0,2,0,0,1
29,8,0,2,814,2,13,7,461,1,0,2,0,0,1
49,0,1,2,2881,0,2,2,120,3,0,2,0,0,1
31,1,1,2,3338,0,21,11,264,2,0,2,1,0,1
47,0,1,2,2306,1,6,7,239,4,0,2,0,0,1
37,1,2,1,141,0,6,4,848,1,3,0,1,0,1
36,0,0,3,62,0,13,3,398,2,0,2,0,0,1
60,5,1,1,1853,0,10,1,234,1,1,1,0,0,1
43,9,2,1,1854,0,30,3,323,1,0,2,0,0,1
68,5,2,1,4189,1,14,6,897,2,0,2,0,0,1
34,6,0,1,303,0,4,5,282,3,3,0,0,0,1
34,0,0,2,-578,0,18,4,767,2,0,2,1,0,1
22,11,0,1,948,1,25,1,169,1,3,1,0,0,1
57,0,2,3,854,0,6,9,480,1,5,1,0,0,1
53,1,0,2,185,0,8,4,1448,2,0,2,1,0,1
49,1,1,1,808,0,28,0,1232,1,0,2,1,0,1
53,0,2,2,380,0,5,5,438,2,0,2,0,1,1
33,6,1,1,920,0,30,3,344,1,0,2,0,0,1
63,5,1,1,2896,0,1,6,304,1,2,1,0,0,1
72,5,1,1,5715,0,17,4,1114,1,2,1,0,0,1
40,3,1,0,665,0,9,6,781,1,0,2,1,0,1
32,0,0,1,131,0,23,6,1152,2,0,2,1,1,1
48,9,2,1,201,0,10,1,406,2,2,1,0,0,1
31,10,1,1,243,0,23,8,305,2,1,0,1,0,1
31,0,0,2,12857,1,4,4,483,4,2,1,1,0,1
50,6,1,1,4117,0,21,10,530,1,0,2,0,0,1
25,1,0,1,4718,0,24,6,709,1,0,2,0,0,1
40,6,1,1,0,0,28,6,496,2,11,1,0,0,1
37,6,1,1,0,0,9,11,179,1,1,1,1,0,1
41,8,1,1,0,0,17,10,789,1,0,2,1,0,1
26,9,0,1,111,0,9,6,537,1,0,2,0,0,1
33,0,0,2,1781,0,8,9,611,2,1,1,0,0,1
37,3,1,1,1330,0,30,3,390,1,0,2,0,0,1
44,3,1,1,105,0,20,3,586,1,0,2,1,0,1
35,6,2,1,437,2,4,5,908,1,0,2,1,0,1
80,5,1,1,668,1,8,6,250,1,1,1,0,0,1
31,8,1,2,5,0,21,10,635,1,2,0,1,1,1
39,6,1,1,260,0,11,7,175,2,2,0,1,0,1
34,0,1,2,3047,0,30,3,317,1,5,3,0,0,1
50,7,1,1,320,1,21,11,294,3,4,1,0,0,1
41,3,1,0,1461,2,6,5,554,2,0,2,1,0,1
48,6,2,1,362,0,13,7,529,1,0,2,0,0,1
81,5,1,0,5220,1,13,10,135,1,2,3,0,0,1
31,10,1,1,243,0,23,8,305,2,1,0,1,0,1
43,9,0,2,983,0,26,1,97,1,0,2,1,0,1
28,0,0,2,187,0,9,5,206,1,1,1,0,0,1
53,9,1,1,94,0,10,7,493,1,14,1,0,0,1
53,3,1,1,1777,0,21,10,796,5,1,0,1,0,1
50,3,1,0,12519,0,21,10,615,3,1,0,1,0,1
70,5,1,0,2795,0,8,6,480,1,2,1,0,0,1
30,6,0,1,265,0,25,4,681,1,2,1,1,0,1
77,5,1,3,1807,1,20,9,373,1,0,2,0,0,1
34,1,1,2,23076,0,26,4,243,2,6,3,0,0,1
53,3,2,0,2656,2,30,4,1980,2,0,2,1,0,1
61,8,2,2,52587,0,10,7,290,1,0,2,0,0,1
36,10,1,0,78,1,30,6,2692,9,0,2,1,0,1
26,6,0,1,102,0,8,6,658,2,0,2,0,1,1
30,0,0,2,376,0,21,10,710,1,0,2,1,0,1
41,1,1,1,965,0,22,7,336,10,0,2,0,0,1
38,0,1,2,0,0,30,3,571,1,0,2,1,0,1
39,9,2,1,265,2,27,4,93,1,2,3,1,0,1
25,0,0,2,1317,0,26,4,176,1,0,2,0,0,1
38,3,0,1,2580,0,8,3,1691,2,3,0,1,0,1
40,0,1,0,395,0,22,3,232,4,0,2,1,0,1
60,5,2,2,979,0,15,6,346,1,4,1,1,0,1
60,8,1,2,10861,0,9,10,98,1,2,0,0,0,1
47,1,1,1,1981,0,21,6,919,2,0,2,1,0,1
56,5,1,0,9367,0,13,7,320,2,2,1,0,0,1
33,1,1,2,1699,0,28,0,202,1,3,1,0,0,1
44,6,1,1,1074,0,11,6,911,2,0,2,1,0,1
38,3,0,1,0,0,27,9,297,1,3,0,0,0,1
46,1,1,3,3308,0,28,6,219,2,0,2,0,0,1
47,3,1,3,162,0,25,7,366,3,0,2,0,0,1
35,0,2,2,1723,0,25,6,862,1,0,2,1,0,1
56,0,1,2,616,0,30,3,225,1,1,1,0,0,1
45,8,2,2,963,0,12,4,528,5,0,2,1,0,1
35,0,1,2,8,0,23,3,93,3,0,2,0,0,1
28,11,0,2,3054,0,30,3,384,1,6,3,0,0,1
29,3,0,1,-20,2,29,4,814,2,0,2,1,0,1
34,0,0,2,13014,0,12,1,637,1,1,1,0,0,1
33,7,1,1,114,2,3,6,676,1,0,2,0,1,1
58,2,1,2,853,2,5,5,1149,2,0,2,0,0,1
28,0,0,2,437,0,5,4,338,1,0,2,0,0,1
41,3,2,1,5291,2,14,4,1423,3,0,2,1,0,1
47,1,1,1,1981,0,21,6,919,2,0,2,1,0,1
39,2,1,1,11887,0,18,10,1181,2,0,2,0,0,1
31,0,0,2,147,0,9,5,163,2,3,1,0,0,1
35,0,1,2,62,0,7,4,226,2,4,1,0,0,1
54,0,1,2,534,0,1,5,177,2,0,2,0,0,1
58,5,2,0,2538,0,19,10,680,2,6,0,1,0,1
23,11,0,1,4126,0,25,2,96,2,0,2,0,0,1
59,0,1,2,1783,0,17,10,540,2,0,2,0,1,1
44,6,0,1,733,0,4,11,360,2,5,1,1,0,1
31,0,0,2,409,0,9,6,564,5,0,2,0,1,1
45,3,1,1,7895,0,4,1,872,1,0,2,1,0,1
38,0,1,2,3436,0,21,10,663,4,0,2,0,0,1
29,9,0,2,70,0,25,4,393,1,0,2,0,0,1
45,0,1,2,4119,1,31,7,473,2,1,1,1,1,1
75,5,1,2,6027,0,14,4,809,1,4,1,0,0,1
60,6,1,1,3735,0,22,11,190,1,9,1,0,0,1
65,2,1,2,2331,1,11,7,425,1,2,1,0,0,1
39,3,0,0,581,0,27,1,233,1,1,3,1,0,1
44,3,1,0,-101,0,15,4,679,1,4,0,1,0,1
25,3,0,1,1857,0,12,9,187,1,12,1,1,0,1
38,1,0,2,110,2,17,5,1051,3,0,2,0,0,1
59,9,1,1,957,0,9,11,479,2,0,2,0,0,1
41,0,2,2,1757,0,22,3,314,1,13,0,0,0,1
36,6,0,1,11174,0,15,3,953,1,0,2,1,0,1
33,6,0,2,272,0,1,8,293,2,3,1,1,0,1
30,1,0,1,930,0,2,6,396,1,0,2,0,0,1
30,0,1,2,944,0,29,9,251,2,0,2,0,0,1
34,5,1,0,4499,2,21,4,1681,1,0,2,0,0,1
31,9,0,0,406,0,4,1,736,1,0,2,0,0,1
61,0,1,2,267,0,20,3,190,1,0,2,0,0,1
35,0,0,2,538,0,22,11,410,3,2,3,0,0,1
46,0,1,2,349,0,15,1,295,2,1,0,0,0,1
80,5,1,0,997,0,28,0,151,1,3,1,0,0,1
56,0,1,2,616,0,13,7,293,2,2,1,0,0,1
35,6,1,1,-203,0,11,6,1649,2,0,2,1,0,1
27,6,1,2,2855,0,22,6,138,2,4,1,0,0,1
40,3,1,1,10,2,9,4,1692,2,0,2,1,0,1
24,1,1,1,556,0,18,7,460,2,0,2,1,0,1
28,0,0,2,41,0,15,4,885,3,2,3,1,0,1
38,6,1,2,1988,0,27,2,164,2,2,0,0,0,1
42,1,2,2,2611,0,25,5,300,1,3,0,1,0,1
55,1,2,2,0,0,17,10,134,2,1,1,0,0,1
57,10,1,2,2326,0,28,9,207,1,1,1,0,0,1
45,0,1,2,2671,0,14,7,94,4,0,2,0,0,1
36,8,0,1,1295,0,20,10,1192,1,0,2,0,0,1
62,0,1,2,1859,1,6,7,245,3,0,2,0,0,1
23,3,1,1,272,0,14,7,100,2,0,2,0,0,1
53,1,0,1,925,0,25,7,930,3,0,2,0,0,1
37,0,1,2,0,2,16,5,637,6,0,2,0,0,1
64,5,1,2,1644,1,5,2,341,4,4,1,0,0,1
23,7,0,1,31,0,1,5,192,1,0,2,0,0,1
41,3,1,1,203,0,2,6,342,2,0,2,0,0,1
79,5,1,1,8304,0,9,11,456,2,9,1,0,0,1
34,8,1,0,7468,0,30,3,383,1,0,2,1,1,1
35,6,2,1,1224,0,3,10,187,1,0,2,1,0,1
27,1,0,2,372,0,25,6,728,2,0,2,1,1,1
44,0,1,2,1058,0,11,2,188,3,0,2,0,0,1
37,7,1,1,4017,0,30,3,665,2,1,1,0,0,1
35,3,2,1,0,2,20,4,1205,1,0,2,1,0,1
35,3,0,1,4963,0,14,4,456,1,1,0,1,0,1
41,9,0,2,79,1,9,10,394,1,2,1,0,0,1
49,2,1,1,687,0,17,3,772,1,0,2,1,0,1
27,6,0,1,18188,2,12,5,541,17,0,2,1,0,1
29,0,0,2,428,0,22,4,293,2,0,2,0,0,1
34,0,1,2,73,0,4,1,426,2,0,2,0,0,1
32,0,0,2,718,0,29,11,155,1,1,1,1,0,1
33,1,1,1,557,0,4,4,367,1,0,2,0,0,1
41,3,0,0,1618,2,14,4,1553,1,0,2,1,0,1
61,8,2,2,6,0,14,3,133,2,0,2,1,0,1
48,0,1,2,1147,0,5,7,389,1,2,1,0,0,1
33,1,1,2,0,0,30,3,227,2,0,2,0,0,1
24,7,0,1,638,0,7,4,792,3,0,2,1,1,1
51,2,2,2,2109,0,13,9,79,2,0,2,0,0,1
36,0,0,2,3850,0,12,7,239,2,4,0,1,0,1
41,0,1,1,280,0,27,1,87,2,0,2,1,0,1
55,0,2,2,0,0,22,9,360,5,0,2,0,0,1
39,1,2,1,385,0,13,9,242,1,2,0,0,0,1
52,1,1,1,371,0,21,9,453,1,3,1,1,1,1
26,7,1,1,-379,0,22,6,1237,7,0,2,1,1,1
71,5,2,0,1729,0,17,10,456,2,0,2,0,0,1
28,1,0,2,387,0,20,3,205,1,1,0,1,0,1
30,1,0,2,2325,0,10,7,263,1,7,0,0,0,1
28,1,0,2,11862,0,21,9,549,2,13,3,0,0,1
26,0,0,1,2613,0,1,5,326,1,0,2,0,0,1
29,7,0,1,32,2,4,5,563,1,0,2,1,0,1
59,0,1,1,1321,2,9,5,3881,3,0,2,0,0,1
54,6,1,3,140,1,27,3,473,2,2,0,0,0,1
34,3,1,1,320,0,12,10,413,1,3,1,1,0,1
37,4,0,2,0,0,8,5,257,2,1,1,0,0,1
35,0,1,2,2161,0,9,2,139,2,3,1,0,0,1
39,3,1,1,276,0,9,5,334,2,0,2,0,0,1
40,8,1,1,0,0,11,4,657,1,0,2,1,0,1
59,0,1,2,2239,0,20,7,377,6,1,1,0,0,1
28,0,0,2,1414,0,8,6,294,1,1,0,1,0,1
36,3,1,1,249,0,15,4,709,5,0,2,1,0,1
58,2,1,1,670,0,12,4,1272,1,0,2,1,0,1
30,2,0,1,732,0,3,1,1404,4,0,2,0,0,1
47,0,1,2,0,0,21,7,374,1,0,2,0,1,1
25,6,1,3,349,0,22,6,1037,8,0,2,1,0,1
25,6,0,2,3730,0,27,1,353,1,0,2,1,0,1
61,0,1,2,3371,0,28,8,299,2,0,2,0,0,1
38,0,1,2,536,0,22,6,248,1,0,2,1,0,1
33,7,2,1,44,0,23,6,529,1,0,2,0,1,1
29,9,0,1,25,0,14,3,207,2,0,2,0,0,1
36,8,0,2,4844,2,9,5,1137,3,0,2,0,0,1
31,0,0,2,12569,0,9,8,344,1,1,0,0,0,1
47,6,1,1,368,0,23,1,269,1,5,1,0,0,1
58,2,1,2,776,1,9,6,990,1,0,2,1,0,1
52,0,1,3,1708,2,6,8,310,1,4,0,0,0,1
76,5,1,2,2991,0,22,9,344,1,1,1,0,0,1
37,1,1,1,1,2,6,4,608,1,0,2,1,0,1
30,0,0,2,8535,0,18,5,393,2,0,2,0,0,1
37,1,1,1,1762,0,16,3,334,2,0,2,0,0,1
29,1,1,1,273,0,4,1,2775,2,0,2,0,0,1
74,5,1,1,1714,1,17,1,127,1,0,2,0,0,1
32,1,2,2,53,0,22,7,671,2,0,2,0,0,1
46,0,1,2,0,0,18,10,716,2,3,3,0,0,1
56,10,2,0,1238,2,5,5,1558,1,0,2,0,0,1
53,3,1,1,25,0,22,7,528,2,0,2,0,0,1
31,0,0,2,354,0,21,3,242,2,0,2,0,0,1
52,10,1,1,3923,2,14,4,942,3,0,2,1,0,1
43,0,1,2,3186,0,16,10,380,1,1,0,0,0,1
48,6,1,1,50,0,21,9,419,1,0,2,0,1,1
56,5,1,1,-1206,0,15,5,382,2,0,2,1,0,1
34,1,1,1,133,0,12,4,171,2,3,1,0,0,1
32,11,1,1,1536,0,7,7,289,2,0,2,0,0,1
56,5,1,0,9367,0,13,7,320,2,2,1,0,0,1
60,1,1,1,10925,0,23,9,270,3,1,1,0,0,1
39,7,1,1,2758,0,4,1,658,3,0,2,0,0,1
48,3,1,1,1730,0,4,1,489,1,2,0,1,0,1
34,0,1,2,0,0,3,1,251,1,0,2,1,0,1
69,5,2,0,482,0,2,6,260,2,0,2,0,0,1
36,11,0,2,129,0,28,0,918,1,1,1,0,0,1
59,6,1,1,145,1,12,4,556,2,13,1,1,0,1
61,0,1,2,175,1,5,7,270,2,0,2,0,0,1
38,6,1,1,0,0,8,5,187,1,2,1,1,0,1
49,6,0,1,293,0,28,5,452,1,0,2,0,0,1
38,3,1,0,1401,0,13,4,516,1,0,2,0,0,1
31,9,0,1,1214,0,4,1,974,1,0,2,0,0,1
36,0,0,2,62,0,3,10,566,1,7,0,1,0,1
77,5,2,2,4659,0,14,3,161,1,0,2,0,0,1
37,3,1,0,106,0,25,7,511,1,13,0,1,0,1
29,2,1,1,714,0,13,4,482,2,0,2,1,1,1
